,ReadId,TileName,TileLength,TilePosition,AlignmentLength,Start,Stop,AlignmentScore,Distance,Suspicious
284753,270,Flexiblemedian,54,2,36,129,165,50,-125,1
284754,270,K11gp3.5,465,3,486,40,526,232,-339,1
284755,270,LysAci7,591,4,557,187,744,284,0,0
284756,271,CecropinAA,120,1,107,14,121,118,169,1
284757,271,Flexiblemedian,54,2,52,290,342,68,-212,1
284758,271,OBPgp279-CBD,396,3,421,130,551,228,-503,1
284759,271,XccBg35,579,4,604,48,652,333,0,0
284760,272,Ci-MAM-A24,84,1,77,344,421,110,224,1
284761,272,Flexiblemedian,54,2,29,645,674,70,-495,1
284762,272,OBPgp279-CBD,396,3,426,179,605,234,-531,1
284763,272,XccBg35,579,4,594,74,668,324,0,0
284764,273,Fowlicidin-2,105,1,109,769,878,127,-557,1
284765,273,Flexiblemedian,54,2,35,321,356,68,-278,1
284766,273,K11gp3.5,465,3,510,78,588,252,-496,1
284767,273,KMVgp36C,498,4,558,92,650,315,0,0
284768,274,LL-37,123,1,111,331,442,119,-355,1
284769,274,Flexibleshort,30,2,30,87,117,48,-46,0
284770,274,K11gp3.5,465,3,482,71,553,181,-503,1
284771,274,PVP-SE1gp146-EAD,561,4,557,50,607,271,0,0
284772,275,Buforin,75,1,51,185,236,104,-74,1
284773,275,Flexiblemedian,54,2,43,162,205,63,-153,1
284774,275,K11gp3.5,465,3,526,52,578,251,-494,1
284775,275,XccBg35,579,4,574,84,658,326,0,0
284776,276,Melittin,90,1,107,286,393,109,-185,1
284777,276,Flexibleshort,30,2,24,208,232,45,122,1
284778,276,KZ144-CBD,258,3,285,354,639,213,-499,1
284779,276,Phage2b.1bg019,573,4,605,140,745,296,0,0
284780,277,Sushi,114,1,91,534,625,91,-170,1
284781,277,Flexibleshort,30,2,23,455,478,44,-434,1
284782,277,KZ144-CBD,258,3,282,44,326,182,-320,1
284783,277,LysAci7,591,4,662,6,668,317,0,0
284784,278,CecropinAD,132,1,130,14,144,130,282,1
284785,278,Flexibleshort,30,2,29,426,455,48,-435,1
284786,278,OBPgp279-CBD,396,3,430,20,450,214,-287,1
284787,278,BcepC6Bgp22,507,4,567,163,730,318,0,0
284792,280,CecropinAD,132,1,147,600,747,116,-720,1
284793,280,Flexiblemedian,54,2,37,27,64,73,207,1
284794,280,K11gp3.5,465,3,476,271,747,220,-551,1
284795,280,BcepC6Bgp22,507,4,598,196,794,368,0,0
284796,281,Cecropin,105,1,81,620,701,108,-155,1
284797,281,Flexibleshort,30,2,21,546,567,47,-164,1
284798,281,K11gp3.5,465,3,445,403,848,191,-840,1
284799,281,LysEC8,507,4,551,8,559,298,0,0
284800,282,Sushi,114,1,114,56,170,123,240,1
284801,282,Flexibleshort,30,2,15,410,425,57,-89,1
284802,282,K11gp3.5,465,3,461,336,797,217,-673,1
284803,282,LysAci7,591,4,626,124,750,288,0,0
284804,283,LL-37,123,1,87,104,191,128,179,1
284805,283,Flexiblemedian,54,2,51,370,421,54,-380,1
284806,283,K11gp3.5,465,3,490,41,531,243,-490,1
284807,283,XccBg35,579,4,611,41,652,323,0,0
284808,284,Cecropin,105,1,79,143,222,116,-133,1
284809,284,Flexibleshort,30,2,23,89,112,48,18,0
284810,284,K11gp3.5,465,3,513,130,643,243,-555,1
284811,284,PVP-SE1gp146-EAD,561,4,523,88,611,317,0,0
284812,285,Sarcotoxin,129,1,136,4,140,121,183,1
284813,285,Flexiblemedian,54,2,55,323,378,56,-301,1
284814,285,K11gp3.5,465,3,512,77,589,231,-544,1
284815,285,XccBg35,579,4,567,45,612,320,0,0
284816,286,Sarcotoxin,129,1,104,260,364,112,-313,1
284817,286,Flexiblemedian,54,2,40,51,91,45,-3,0
284818,286,K11gp3.5,465,3,434,88,522,211,-271,1
284819,286,201j2-1gp229-EAD,540,4,500,251,751,277,0,0
284820,287,CecropinAA,120,1,105,1038,1143,103,-1086,1
284821,287,Flexibleshort,30,2,28,57,85,55,459,1
284822,287,OBPgp279-CBD,396,3,457,544,1001,207,-770,1
284823,287,201j2-1gp229-EAD,540,4,598,231,829,321,0,0
284824,288,LL-37,123,1,106,945,1051,112,-1000,1
284825,288,Flexibleshort,30,2,19,51,70,64,718,1
284826,288,OBPgp279-CBD,396,3,361,788,1149,226,-1020,1
284827,288,LysAci7,591,4,663,129,792,348,0,0
284828,289,SMAP29,99,1,106,742,848,109,-240,1
284829,289,Flexiblemedian,54,2,28,608,636,47,-210,1
284830,289,K11gp3.5,465,3,517,426,943,235,-909,1
284831,289,LysAci7,591,4,661,34,695,309,0,0
284832,290,NRC-16,69,1,60,450,510,96,117,1
284833,290,Flexiblemedian,54,2,33,627,660,41,-510,1
284834,290,K11gp3.5,465,3,477,150,627,200,-533,1
284835,290,LysAci7,591,4,533,94,627,244,0,0
284836,291,Sarcotoxin,129,1,126,417,543,115,-460,1
284837,291,Flexiblemedian,54,2,58,83,141,54,-3,0
284838,291,K11gp3.5,465,3,365,138,503,199,-482,1
284839,291,Phage2b.1bg019,573,4,615,21,636,268,0,0
284844,293,SMAP29,99,1,106,617,723,125,-498,1
284845,293,Flexiblemedian,54,2,31,225,256,66,86,1
284846,293,K11gp3.5,465,3,374,342,716,253,-451,1
284847,293,BcepC6Bgp22,507,4,559,265,824,313,0,0
284848,294,Sarcotoxin,129,1,133,540,673,120,108,1
284849,294,Flexiblemedian,54,2,39,781,820,75,-518,1
284850,294,K11gp3.5,465,3,493,302,795,286,-764,1
284851,294,BcepC6Bgp22,507,4,517,31,548,360,0,0
284852,295,Fowlicidin-2,105,1,103,469,572,115,-209,1
284853,295,Flexiblemedian,54,2,54,363,417,52,-415,1
284854,295,K11gp3.5,465,3,500,2,502,241,-481,1
284855,295,XccBg35,579,4,601,21,622,347,0,0
284856,296,Sushi,114,1,118,426,544,111,-181,1
284857,296,Flexibleshort,30,2,29,363,392,52,-124,1
284858,296,K11gp3.5,465,3,524,268,792,253,-689,1
284859,296,LysAci7,591,4,520,103,623,311,0,0
284864,298,Sushi,114,1,119,336,455,96,99,1
284865,298,Flexiblemedian,54,2,44,554,598,51,23,0
284866,298,K11gp3.5,465,3,411,621,1032,248,-1028,1
284867,298,LysAci7,591,4,627,4,631,324,0,0
284868,299,CecropinAD,132,1,98,317,415,118,-239,1
284869,299,Flexiblemedian,54,2,36,176,212,51,-105,1
284870,299,K11gp3.5,465,3,450,107,557,210,-464,1
284871,299,BcepC6Bgp22,507,4,527,93,620,317,0,0
284872,300,Pleurocidin,87,1,53,648,701,97,-124,1
284873,300,Flexibleshort,30,2,24,577,601,44,-231,1
284874,300,KZ144-CBD,258,3,296,370,666,169,-499,1
284875,300,201j2-1gp229-EAD,540,4,584,167,751,285,0,0
284876,301,CecropinAD,132,1,124,179,303,121,-169,1
284877,301,Flexiblemedian,54,2,25,134,159,54,-56,1
284878,301,K11gp3.5,465,3,509,103,612,261,-539,1
284879,301,Phage2b.1bg019,573,4,657,73,730,288,0,0
284880,302,CecropinAA,120,1,72,48,120,111,105,1
284881,302,Flexibleshort,30,2,20,225,245,56,11,0
284882,302,K11gp3.5,465,3,546,256,802,219,-724,1
284883,302,LysAci7,591,4,647,78,725,309,0,0
284884,303,Sarcotoxin,129,1,116,642,758,116,-630,1
284885,303,Flexiblemedian,54,2,39,128,167,67,283,1
284886,303,K11gp3.5,465,3,501,450,951,259,-465,1
284887,303,XccBg35,579,4,650,486,1136,346,0,0
284888,304,Melittin,90,1,92,533,625,115,-338,1
284889,304,Flexiblemedian,54,2,26,287,313,63,-273,1
284890,304,K11gp3.5,465,3,477,40,517,193,-137,1
284891,304,LysAci7,591,4,635,380,1015,298,0,0
284892,305,Sarcotoxin,129,1,149,687,836,119,-409,1
284893,305,Flexiblemedian,54,2,42,427,469,68,-359,1
284894,305,K11gp3.5,465,3,465,110,575,219,-364,1
284895,305,LysAci7,591,4,645,211,856,280,0,0
284896,306,Sarcotoxin,129,1,138,413,551,113,-254,1
284897,306,Flexiblemedian,54,2,50,297,347,67,141,1
284898,306,K11gp3.5,465,3,455,488,943,243,-581,1
284899,306,XccBg35,579,4,525,362,887,287,0,0
284900,307,Sarcotoxin,129,1,134,755,889,123,-466,1
284901,307,Flexibleshort,30,2,26,423,449,64,-185,1
284902,307,K11gp3.5,465,3,513,264,777,255,-715,1
284903,307,PsP3gp10,507,4,505,62,567,340,0,0
284904,308,Sarcotoxin,129,1,132,147,279,123,116,1
284905,308,Flexiblemedian,54,2,67,395,462,145,-446,1
284906,308,K11gp3.5,465,3,497,16,513,255,-7,0
284907,308,BcepC6Bgp16,423,4,456,506,962,420,0,0
284908,309,LL-37,123,1,115,786,901,113,-90,1
284909,309,Flexibleshort,30,2,30,811,841,47,-812,1
284910,309,K11gp3.5,465,3,457,29,486,233,-104,1
284911,309,LysAci7,591,4,650,382,1032,335,0,0
284912,310,Piscidin119K,78,1,59,5,64,99,524,1
284913,310,Flexiblemedian,54,2,14,588,602,48,-210,1
284914,310,KZ144-CBD,258,3,229,392,621,155,-515,1
284915,310,KZ144-EAD,543,4,484,106,590,251,0,0
284916,311,CecropinAD,132,1,111,115,226,114,-153,1
284917,311,Flexiblemedian,54,2,33,73,106,50,-67,1
284918,311,K11gp3.5,465,3,511,39,550,212,-487,1
284919,311,XccBg35,579,4,610,63,673,303,0,0
284920,312,Sushi,114,1,117,400,517,137,-415,1
284921,312,Flexibleshort,30,2,22,102,124,48,243,1
284922,312,OBPgp279-CBD,396,3,409,367,776,220,-731,1
284923,312,LysAci7,591,4,631,45,676,366,0,0
284924,313,Cecropin,105,1,97,488,585,112,-330,1
284925,313,Flexibleshort,30,2,20,255,275,46,-142,1
284926,313,K11gp3.5,465,3,386,133,519,206,-263,1
284927,313,Phage2b.1bg019,573,4,582,256,838,275,0,0
284928,314,Sarcotoxin,129,1,137,361,498,136,516,1
284929,314,Flexiblemedian,54,2,51,1014,1065,62,-932,1
284930,314,K11gp3.5,465,3,472,133,605,262,-373,1
284931,314,XccBg35,579,4,606,232,838,331,0,0
284932,315,CecropinAA,120,1,130,464,594,108,-63,1
284933,315,Flexibleshort,30,2,26,531,557,41,-84,1
284934,315,OBPgp279-CBD,396,3,430,473,903,237,-804,1
284935,315,LysEC8,507,4,556,99,655,283,0,0
284936,316,SMAP29,99,1,91,933,1024,108,-171,1
284937,316,Flexiblemedian,54,2,18,853,871,50,-582,1
284938,316,K11gp3.5,465,3,517,289,806,235,-633,1
284939,316,XccBg35,579,4,595,173,768,303,0,0
284944,318,Magainin,81,1,61,596,657,132,-514,1
284945,318,Flexiblemedian,54,2,10,143,153,41,-56,1
284946,318,OBPgp279-CBD,396,3,410,97,507,203,-448,1
284947,318,KZ144-EAD,543,4,548,59,607,264,0,0
284948,319,Sarcotoxin,129,1,106,202,308,109,-169,1
284949,319,Flexibleshort,30,2,18,139,157,36,-128,1
284950,319,EL188-CBD,351,3,345,29,374,198,-286,1
284951,319,KZ144-EAD,543,4,618,88,706,267,0,0
284952,320,CecropinAA,120,1,98,291,389,109,-328,1
284953,320,Flexiblemedian,54,2,49,61,110,88,202,1
284954,320,OBPgp279-CBD,396,3,430,312,742,192,-452,1
284955,320,KZ144-EAD,543,4,441,290,731,268,0,0
284960,322,CecropinAA,120,1,112,609,721,121,-610,1
284961,322,Flexiblemedian,54,2,59,111,170,60,-25,0
284962,322,K11gp3.5,465,3,536,145,681,249,-527,1
284963,322,PVP-SE1gp146-EAD,561,4,590,154,744,283,0,0
284964,323,Chrysophsin,87,1,74,517,591,100,-562,1
284965,323,Flexiblemedian,54,2,54,29,83,51,81,1
284966,323,KZ144-CBD,258,3,188,164,352,175,-128,1
284967,323,KZ144-EAD,543,4,511,224,735,270,0,0
284968,324,CecropinAD,132,1,132,839,971,128,-887,1
284969,324,Flexibleshort,30,2,23,84,107,62,-59,1
284970,324,K11gp3.5,465,3,501,48,549,273,-91,1
284971,324,BcepC6Bgp22,507,4,548,458,1006,275,0,0
284972,325,CecropinAD,132,1,120,734,854,111,-437,1
284973,325,Flexiblemedian,54,2,48,417,465,79,-365,1
284974,325,OBPgp279-CBD,396,3,379,100,479,231,-57,1
284975,325,XccBg35,579,4,609,422,1031,354,0,0
284976,326,CecropinAD,132,1,140,466,606,124,111,1
284977,326,Flexiblemedian,54,2,32,717,749,54,-525,1
284978,326,K11gp3.5,465,3,507,224,731,272,-417,1
284979,326,XccBg35,579,4,573,314,887,337,0,0
284980,327,CecropinAD,132,1,157,29,186,153,456,1
284981,327,Flexiblemedian,54,2,47,642,689,75,-522,1
284982,327,K11gp3.5,465,3,505,167,672,256,-498,1
284983,327,BcepC6Bgp22,507,4,552,174,726,327,0,0
284984,328,SMAP29,99,1,104,75,179,110,-92,1
284985,328,Flexiblemedian,54,2,29,87,116,60,176,1
284986,328,K11gp3.5,465,3,468,292,760,247,-709,1
284987,328,XccBg35,579,4,589,51,640,363,0,0
284996,331,LL-37,123,1,119,98,217,122,63,1
284997,331,Flexiblemedian,54,2,38,280,318,61,-314,1
284998,331,K11gp3.5,465,3,494,4,498,263,-371,1
284999,331,LysAci7,591,4,624,127,751,285,0,0
285000,332,CecropinAD,132,1,113,209,322,104,433,1
285001,332,Flexiblemedian,54,2,32,755,787,53,-416,1
285002,332,KZ144-CBD,258,3,237,371,608,164,-553,1
285003,332,Phage2b.1bg019,573,4,574,55,629,289,0,0
285004,333,Piscidin,78,1,65,70,135,95,-106,1
285005,333,Flexiblemedian,54,2,20,29,49,55,471,1
285006,333,KZ144-CBD,258,3,237,520,757,180,-538,1
285007,333,Phage2b.1bg019,573,4,614,219,833,245,0,0
285008,334,CecropinAD,132,1,141,407,548,128,411,1
285009,334,Flexiblemedian,54,2,47,959,1006,52,-491,1
285010,334,K11gp3.5,465,3,521,515,1036,232,-513,1
285011,334,XccBg35,579,4,615,523,1138,317,0,0
285012,335,Pseudin,84,1,70,465,535,83,-501,1
285013,335,Flexiblemedian,54,2,7,34,41,26,-6,0
285014,335,PVP-SE1gp146-CBD,267,3,256,35,291,122,-222,1
285015,335,Vpept,438,4,350,69,419,146,0,0
285016,336,CecropinAA,120,1,104,8,112,128,808,1
285017,336,Flexiblemedian,54,2,53,920,973,79,-469,1
285018,336,OBPgp279-CBD,396,3,417,504,921,282,-405,1
285019,336,BcepC6Bgp22,507,4,506,516,1022,318,0,0
285020,337,Sarcotoxin,129,1,94,265,359,125,421,1
285021,337,Flexiblemedian,54,2,63,780,843,84,-644,1
285022,337,K11gp3.5,465,3,498,199,697,230,-326,1
285023,337,BcepC6Bgp22,507,4,569,371,940,321,0,0
285024,338,CecropinAD,132,1,111,788,899,139,-105,1
285025,338,Flexiblemedian,54,2,52,794,846,73,-730,1
285026,338,K11gp3.5,465,3,509,116,625,230,-221,1
285027,338,BcepC6Bgp22,507,4,541,404,945,324,0,0
285028,339,CecropinAD,132,1,136,326,462,135,470,1
285029,339,Flexiblemedian,54,2,55,932,987,52,-897,1
285030,339,K11gp3.5,465,3,511,90,601,263,-406,1
285031,339,XccBg35,579,4,628,195,823,316,0,0
285040,342,CecropinAD,132,1,130,222,352,109,-90,1
285041,342,Flexiblemedian,54,2,51,262,313,69,-257,1
285042,342,K11gp3.5,465,3,418,56,474,192,-40,0
285043,342,OBPgp279-EAD,615,4,668,434,1102,282,0,0
285044,343,SMAP29,99,1,118,836,954,104,-914,1
285045,343,Flexiblemedian,54,2,55,40,95,71,415,1
285046,343,K11gp3.5,465,3,469,510,979,227,-943,1
285047,343,XccBg35,579,4,567,36,603,330,0,0
285052,345,Sushi,114,1,119,792,911,114,-672,1
285053,345,Flexiblemedian,54,2,45,239,284,64,-108,1
285054,345,K11gp3.5,465,3,445,176,621,262,-412,1
285055,345,BcepC6Bgp22,507,4,553,209,762,328,0,0
285056,346,SMAP29,99,1,111,486,597,113,-345,1
285057,346,Flexiblemedian,54,2,53,252,305,65,-292,1
285058,346,K11gp3.5,465,3,425,13,438,242,-202,1
285059,346,PsP3gp10,507,4,494,236,730,314,0,0
285060,347,Sarcotoxin,129,1,100,370,470,77,-79,1
285061,347,Flexibleshort,30,2,16,391,407,26,-288,1
285062,347,KZ144-CBD,258,3,267,119,386,172,-353,1
285063,347,KZ144-EAD,543,4,565,33,598,231,0,0
285064,348,CecropinAD,132,1,94,277,371,128,-173,1
285065,348,Flexiblemedian,54,2,50,198,248,99,-151,1
285066,348,K11gp3.5,465,3,511,97,608,237,-32,0
285067,348,XccBg35,579,4,560,576,1136,297,0,0
285068,349,CecropinAD,132,1,141,616,757,110,-698,1
285069,349,Flexiblemedian,54,2,16,59,75,49,-6,0
285070,349,OBPgp279-CBD,396,3,426,69,495,203,-341,1
285071,349,KZ144-EAD,543,4,570,154,724,282,0,0
285072,350,Sarcotoxin,129,1,66,323,389,104,-313,1
285073,350,Flexiblemedian,54,2,58,76,134,78,325,1
285074,350,KZ144-CBD,258,3,239,459,698,186,-357,1
285075,350,LysAci7,591,4,660,341,1001,306,0,0
285076,351,Sarcotoxin,129,1,135,559,694,129,-535,1
285077,351,Flexiblemedian,54,2,32,159,191,62,8,0
285078,351,K11gp3.5,465,3,467,199,666,221,-574,1
285079,351,XccBg35,579,4,531,92,623,290,0,0
285080,352,Sarcotoxin,129,1,132,746,878,115,-690,1
285081,352,Flexibleshort,30,2,27,188,215,46,-147,1
285082,352,K11gp3.5,465,3,434,68,502,255,10,0
285083,352,OBPgp279-EAD,615,4,639,512,1151,308,0,0
285084,353,Sarcotoxin,129,1,144,384,528,132,257,1
285085,353,Flexiblemedian,54,2,55,785,840,56,-477,1
285086,353,OBPgp279-CBD,396,3,440,363,803,223,-449,1
285087,353,PVP-SE1gp146-EAD,561,4,594,354,948,293,0,0
285088,354,TP4,87,1,87,686,773,121,-435,1
285089,354,Flexiblemedian,54,2,56,338,394,71,-107,1
285090,354,OBPgp279-CBD,396,3,434,287,721,260,-659,1
285091,354,XccBg35,579,4,625,62,687,290,0,0
285096,356,Sarcotoxin,129,1,129,530,659,93,-613,1
285097,356,Flexibleshort,30,2,21,46,67,38,277,1
285098,356,OBPgp279-CBD,396,3,372,344,716,192,-518,1
285099,356,KZ144-EAD,543,4,483,198,681,248,0,0
285100,357,Fowlicidin-2,105,1,121,863,984,131,-448,1
285101,357,Flexibleshort,30,2,18,536,554,59,-394,1
285102,357,K11gp3.5,465,3,475,160,635,261,-606,1
285103,357,XccBg35,579,4,618,29,647,323,0,0
285104,358,Sushi,114,1,131,141,272,114,493,1
285105,358,Flexiblemedian,54,2,28,765,793,78,-496,1
285106,358,K11gp3.5,465,3,504,297,801,229,-405,1
285107,358,P2gp09,510,4,571,396,967,298,0,0
285108,359,Sarcotoxin,129,1,133,400,533,123,203,1
285109,359,Flexiblemedian,54,2,48,736,784,53,-370,1
285110,359,K11gp3.5,465,3,509,414,923,253,-820,1
285111,359,PVP-SE1gp146-EAD,561,4,627,103,730,296,0,0
285112,360,Cecropin,105,1,102,688,790,109,-635,1
285113,360,Flexiblemedian,54,2,41,155,196,67,267,1
285114,360,K11gp3.5,465,3,479,463,942,236,-875,1
285115,360,XccBg35,579,4,624,67,691,377,0,0
285116,361,Cecropin,105,1,59,996,1055,108,-800,1
285117,361,Flexiblemedian,54,2,48,255,303,71,-145,1
285118,361,K11gp3.5,465,3,332,158,490,192,33,0
285119,361,LysAci7,591,4,620,523,1143,313,0,0
285120,362,Pseudin,84,1,75,583,658,116,-596,1
285121,362,Flexiblemedian,54,2,43,62,105,71,271,1
285122,362,PVP-SE1gp146-CBD,267,3,275,376,651,186,-428,1
285123,362,KZ144-EAD,543,4,577,223,800,332,0,0
285124,363,Sarcotoxin,129,1,99,102,201,113,108,1
285125,363,Flexiblemedian,54,2,31,309,340,66,-149,1
285126,363,OBPgp279-CBD,396,3,469,191,660,196,-469,1
285127,363,P2gp09,510,4,377,191,568,256,0,0
285128,364,CecropinAA,120,1,132,182,314,115,72,1
285129,364,Flexiblemedian,54,2,47,386,433,79,-223,1
285130,364,K11gp3.5,465,3,506,210,716,247,-531,1
285131,364,XccBg35,579,4,617,185,802,374,0,0
285132,365,CecropinAD,132,1,85,56,141,110,72,1
285133,365,Flexiblemedian,54,2,52,213,265,88,-167,1
285134,365,K11gp3.5,465,3,371,98,469,207,-447,1
285135,365,KMVgp36C,498,4,500,22,522,255,0,0
285136,366,Piscidin,78,1,89,134,223,111,109,1
285137,366,Flexibleshort,30,2,31,332,363,53,-328,1
285138,366,K11gp3.5,465,3,469,35,504,205,-478,1
285139,366,Phage2b.1bg019,573,4,640,26,666,315,0,0
285140,367,Fowlicidin-2,105,1,105,853,958,121,-134,1
285141,367,Flexiblemedian,54,2,46,824,870,65,-419,1
285142,367,K11gp3.5,465,3,498,451,949,230,-694,1
285143,367,OBPgp276,540,4,616,255,871,294,0,0
285144,368,Chrysophsin,87,1,91,234,325,96,51,1
285145,368,Flexibleshort,30,2,32,376,408,44,-226,1
285146,368,OBPgp279-CBD,396,3,428,182,610,208,-191,1
285147,368,LysAci7,591,4,640,419,1059,347,0,0
285148,369,CecropinAD,132,1,121,790,911,120,-281,1
285149,369,Flexiblemedian,54,2,28,630,658,60,-192,1
285150,369,K11gp3.5,465,3,512,466,978,235,-775,1
285151,369,LysAci7,591,4,598,203,801,278,0,0
285152,370,Sarcotoxin,129,1,116,769,885,119,-835,1
285153,370,Flexibleshort,30,2,22,50,72,47,132,1
285154,370,KZ144-CBD,258,3,223,204,427,182,-218,1
285155,370,OBPgp279-EAD,615,4,678,209,887,280,0,0
285156,371,CecropinAA,120,1,107,167,274,109,-252,1
285157,371,Flexiblemedian,54,2,55,22,77,71,157,1
285158,371,K11gp3.5,465,3,498,234,732,290,-651,1
285159,371,XccBg35,579,4,599,81,680,332,0,0
285160,372,Sarcotoxin,129,1,136,595,731,117,-684,1
285161,372,Flexiblemedian,54,2,41,47,88,62,287,1
285162,372,K11gp3.5,465,3,512,375,887,279,-812,1
285163,372,BcepC6Bgp22,507,4,527,75,602,325,0,0
285164,373,Fowlicidin-2,105,1,110,61,171,110,-138,1
285165,373,Flexiblemedian,54,2,41,33,74,67,249,1
285166,373,K11gp3.5,465,3,464,323,787,246,-719,1
285167,373,XccBg35,579,4,546,68,614,336,0,0
285168,374,CecropinAD,132,1,106,282,388,143,-55,1
285169,374,Flexibleshort,30,2,29,333,362,56,180,1
285170,374,OBPgp279-CBD,396,3,385,542,927,170,-463,1
285171,374,OBPgp279-EAD,615,4,549,464,1013,270,0,0
285172,375,TP4,87,1,69,494,563,104,244,1
285173,375,Flexibleshort,30,2,27,807,834,42,-309,1
285174,375,K11gp3.5,465,3,530,525,1055,191,-597,1
285175,375,KZ144-EAD,543,4,590,458,1048,273,0,0
285176,376,Sushi,114,1,117,126,243,124,-237,1
285177,376,Flexiblemedian,54,2,52,6,58,103,168,1
285178,376,OBPgp279-CBD,396,3,347,226,573,203,-464,1
285179,376,Phage2b.1bg019,573,4,617,109,726,268,0,0
285180,377,CecropinAA,120,1,117,629,746,106,-100,1
285181,377,Flexiblemedian,54,2,33,646,679,54,-561,1
285182,377,K11gp3.5,465,3,531,118,649,272,-422,1
285183,377,Phage2b.1bg019,573,4,649,227,876,306,0,0
285184,378,LL-37,123,1,106,780,886,120,-589,1
285185,378,Flexiblemedian,54,2,39,297,336,66,-35,0
285186,378,K11gp3.5,465,3,421,301,722,213,-71,1
285187,378,OBPgp279-EAD,615,4,655,651,1306,304,0,0
285188,379,CecropinAA,120,1,112,321,433,111,133,1
285189,379,Flexiblemedian,54,2,44,566,610,59,-354,1
285190,379,K11gp3.5,465,3,418,256,674,189,-408,1
285191,379,LysAci7,591,4,461,266,727,209,0,0
285192,380,Melittin,90,1,96,259,355,104,-125,1
285193,380,Flexiblemedian,54,2,50,230,280,76,-208,1
285194,380,K11gp3.5,465,3,489,72,561,256,-504,1
285195,380,XccBg35,579,4,633,57,690,344,0,0
285196,381,CecropinAA,120,1,107,524,631,129,143,1
285197,381,Flexiblemedian,54,2,54,774,828,101,-520,1
285198,381,K11gp3.5,465,3,495,308,803,261,-604,1
285199,381,LysAci7,591,4,664,199,863,327,0,0
285200,382,CecropinAD,132,1,130,796,926,112,-750,1
285201,382,Flexibleshort,30,2,28,176,204,65,355,1
285202,382,OBPgp279-CBD,396,3,408,559,967,205,-407,1
285203,382,LysAci7,591,4,638,560,1198,338,0,0
285204,383,Sarcotoxin,129,1,140,109,249,109,-171,1
285205,383,Flexiblemedian,54,2,48,78,126,66,-115,1
285206,383,K11gp3.5,465,3,492,11,503,211,110,1
285207,383,201j2-1gp229-EAD,540,4,530,613,1143,274,0,0
285208,384,CecropinAD,132,1,117,773,890,119,-470,1
285209,384,Flexiblemedian,54,2,26,420,446,59,-381,1
285210,384,K11gp3.5,465,3,499,65,564,224,-137,1
285211,384,PVP-SE1gp146-EAD,561,4,504,427,931,285,0,0
285212,385,Cecropin,105,1,110,811,921,128,-713,1
285213,385,Flexiblemedian,54,2,67,208,275,65,-156,1
285214,385,K11gp3.5,465,3,508,119,627,314,-366,1
285215,385,BcepC6Bgp22,507,4,539,261,800,359,0,0
285216,386,Sarcotoxin,129,1,118,21,139,102,70,1
285217,386,Flexiblemedian,54,2,53,209,262,70,-194,1
285218,386,K11gp3.5,465,3,507,68,575,193,-88,1
285219,386,LysAci7,591,4,569,487,1056,274,0,0
285220,387,Sushi,114,1,119,683,802,125,-498,1
285221,387,Flexiblemedian,54,2,44,304,348,78,268,1
285222,387,K11gp3.5,465,3,503,616,1119,239,-604,1
285223,387,XccBg35,579,4,677,515,1192,348,0,0
285224,388,Sushi,114,1,128,459,587,95,-534,1
285225,388,Flexiblemedian,54,2,60,53,113,78,160,1
285226,388,K11gp3.5,465,3,520,273,793,235,-571,1
285227,388,KZ144-EAD,543,4,581,222,803,307,0,0
285228,389,CecropinAD,132,1,100,816,916,122,-306,1
285229,389,Flexiblemedian,54,2,44,610,654,74,-467,1
285230,389,K11gp3.5,465,3,487,187,674,270,-625,1
285231,389,BcepC6Bgp22,507,4,533,49,582,332,0,0
285232,390,CecropinAD,132,1,113,515,628,99,-268,1
285233,390,Flexiblemedian,54,2,48,360,408,75,46,0
285234,390,K11gp3.5,465,3,499,454,953,277,-673,1
285235,390,BcepC6Bgp22,507,4,554,280,834,341,0,0
285236,391,CecropinAA,120,1,141,549,690,150,-494,1
285237,391,Flexiblemedian,54,2,49,196,245,79,45,0
285238,391,K11gp3.5,465,3,418,290,708,216,-595,1
285239,391,Phage2b.1bg019,573,4,618,113,731,236,0,0
285244,393,LL-37,123,1,123,472,595,117,337,1
285245,393,Flexiblemedian,54,2,62,932,994,52,-822,1
285246,393,K11gp3.5,465,3,539,172,711,235,-463,1
285247,393,OBPgp279-EAD,615,4,638,248,886,275,0,0
285248,394,CecropinAD,132,1,154,650,804,104,-576,1
285249,394,Flexiblemedian,54,2,51,228,279,47,76,1
285250,394,K11gp3.5,465,3,539,355,894,250,-849,1
285251,394,Phage2b.1bg019,573,4,624,45,669,280,0,0
285252,395,CecropinAD,132,1,144,200,344,112,-236,1
285253,395,Flexiblemedian,54,2,38,108,146,65,-35,0
